"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Hancock County, OH"	"39063"	"2001"	"2001"	Suppressed	71972	Suppressed	Suppressed
	"Hancock County, OH"	"39063"	"2002"	"2002"	Suppressed	72617	Suppressed	Suppressed
	"Hancock County, OH"	"39063"	"2003"	"2003"	Suppressed	73118	Suppressed	Suppressed
	"Hancock County, OH"	"39063"	"2004"	"2004"	Suppressed	73532	Suppressed	Suppressed
	"Hancock County, OH"	"39063"	"2005"	"2005"	Suppressed	73585	Suppressed	Suppressed
	"Hancock County, OH"	"39063"	"2006"	"2006"	Suppressed	74167	Suppressed	Suppressed
	"Hancock County, OH"	"39063"	"2007"	"2007"	Suppressed	74712	Suppressed	Suppressed
	"Hancock County, OH"	"39063"	"2008"	"2008"	Suppressed	74781	Suppressed	Suppressed
	"Hancock County, OH"	"39063"	"2009"	"2009"	Suppressed	74964	Suppressed	Suppressed
	"Hancock County, OH"	"39063"	"2010"	"2010"	Suppressed	74782	Suppressed	Suppressed
	"Hancock County, OH"	"39063"	"2011"	"2011"	11	75056	Unreliable	Unreliable
	"Hancock County, OH"	"39063"	"2012"	"2012"	Suppressed	75671	Suppressed	Suppressed
	"Hancock County, OH"	"39063"	"2013"	"2013"	Suppressed	75773	Suppressed	Suppressed
	"Hancock County, OH"	"39063"	"2014"	"2014"	12	75337	Unreliable	Unreliable
	"Hancock County, OH"	"39063"	"2015"	"2015"	16	75573	Unreliable	Unreliable
	"Hancock County, OH"	"39063"	"2016"	"2016"	20	75872	26.4	27.7
	"Hancock County, OH"	"39063"	"2017"	"2017"	35	75754	46.2	50.6
	"Hancock County, OH"	"39063"	"2018"	"2018"	27	75930	35.6	41.1
	"Hardin County, OH"	"39065"	"1999"	"1999"	Suppressed	31966	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2000"	"2000"	Suppressed	31945	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2001"	"2001"	Suppressed	31753	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2002"	"2002"	Suppressed	31804	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2003"	"2003"	Suppressed	31729	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2004"	"2004"	Suppressed	32119	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2005"	"2005"	Suppressed	31983	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2006"	"2006"	10	31939	Unreliable	Unreliable
	"Hardin County, OH"	"39065"	"2007"	"2007"	Suppressed	32132	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2008"	"2008"	Suppressed	32200	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2009"	"2009"	Suppressed	32185	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2010"	"2010"	Suppressed	32058	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2011"	"2011"	Suppressed	32020	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2012"	"2012"	Suppressed	31627	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2013"	"2013"	10	31641	Unreliable	Unreliable
	"Hardin County, OH"	"39065"	"2014"	"2014"	Suppressed	31796	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2015"	"2015"	Suppressed	31682	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2016"	"2016"	Suppressed	31474	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2017"	"2017"	Suppressed	31364	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	"2018"	"2018"	Suppressed	31480	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"1999"	"1999"	Suppressed	15880	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2000"	"2000"	Suppressed	15856	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2001"	"2001"	Suppressed	15796	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2002"	"2002"	Suppressed	15902	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2003"	"2003"	Suppressed	16002	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2004"	"2004"	Suppressed	15856	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2005"	"2005"	Suppressed	15907	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2006"	"2006"	Suppressed	15868	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2007"	"2007"	Suppressed	15901	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2008"	"2008"	Suppressed	15856	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2009"	"2009"	Suppressed	15860	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2010"	"2010"	Suppressed	15864	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2011"	"2011"	Suppressed	15850	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2012"	"2012"	Suppressed	15714	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2013"	"2013"	Suppressed	15622	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2014"	"2014"	Suppressed	15543	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2015"	"2015"	Suppressed	15450	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2016"	"2016"	Suppressed	15307	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2017"	"2017"	Suppressed	15216	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	"2018"	"2018"	Suppressed	15174	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"1999"	"1999"	Suppressed	29267	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2000"	"2000"	Suppressed	29210	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2001"	"2001"	Suppressed	29055	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2002"	"2002"	Suppressed	29119	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2003"	"2003"	Suppressed	29021	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2004"	"2004"	Suppressed	29014	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2005"	"2005"	Suppressed	29031	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2006"	"2006"	Suppressed	29026	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2007"	"2007"	Suppressed	28671	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2008"	"2008"	Suppressed	28523	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2009"	"2009"	Suppressed	28322	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2010"	"2010"	Suppressed	28215	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2011"	"2011"	Suppressed	28064	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2012"	"2012"	Suppressed	28045	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2013"	"2013"	Suppressed	28092	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2014"	"2014"	Suppressed	27937	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2015"	"2015"	Suppressed	27816	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2016"	"2016"	Suppressed	27629	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2017"	"2017"	Suppressed	27185	Suppressed	Suppressed
	"Henry County, OH"	"39069"	"2018"	"2018"	10	27086	Unreliable	Unreliable
	"Highland County, OH"	"39071"	"1999"	"1999"	Suppressed	40539	Suppressed	Suppressed
	"Highland County, OH"	"39071"	"2000"	"2000"	Suppressed	40875	Suppressed	Suppressed
	"Highland County, OH"	"39071"	"2001"	"2001"	Suppressed	41295	Suppressed	Suppressed
	"Highland County, OH"	"39071"	"2002"	"2002"	Suppressed	41857	Suppressed	Suppressed
	"Highland County, OH"	"39071"	"2003"	"2003"	Suppressed	42269	Suppressed	Suppressed
	"Highland County, OH"	"39071"	"2004"	"2004"	Suppressed	42938	Suppressed	Suppressed
	"Highland County, OH"	"39071"	"2005"	"2005"	Suppressed	42967	Suppressed	Suppressed
	"Highland County, OH"	"39071"	"2006"	"2006"	Suppressed	43562	Suppressed	Suppressed
	"Highland County, OH"	"39071"	"2007"	"2007"	Suppressed	43845	Suppressed	Suppressed
	"Highland County, OH"	"39071"	"2008"	"2008"	Suppressed	43700	Suppressed	Suppressed
	"Highland County, OH"	"39071"	"2009"	"2009"	Suppressed	43578	Suppressed	Suppressed
	"Highland County, OH"	"39071"	"2010"	"2010"	14	43589	Unreliable	Unreliable
	"Highland County, OH"	"39071"	"2011"	"2011"	Suppressed	43433	Suppressed	Suppressed
	"Highland County, OH"	"39071"	"2012"	"2012"	Suppressed	42998	Suppressed	Suppressed
	"Highland County, OH"	"39071"	"2013"	"2013"	10	43299	Unreliable	Unreliable
	"Highland County, OH"	"39071"	"2014"	"2014"	14	43045	Unreliable	Unreliable
	"Highland County, OH"	"39071"	"2015"	"2015"	15	43026	Unreliable	Unreliable
	"Highland County, OH"	"39071"	"2016"	"2016"	22	43029	51.1	59.1
	"Highland County, OH"	"39071"	"2017"	"2017"	28	42971	65.2	75.5
	"Highland County, OH"	"39071"	"2018"	"2018"	Suppressed	43058	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"1999"	"1999"	Suppressed	28222	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2000"	"2000"	Suppressed	28241	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2001"	"2001"	Suppressed	28452	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2002"	"2002"	Suppressed	28653	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2003"	"2003"	Suppressed	28823	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2004"	"2004"	Suppressed	28962	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2005"	"2005"	Suppressed	29058	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2006"	"2006"	Suppressed	29097	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2007"	"2007"	11	29418	Unreliable	Unreliable
	"Hocking County, OH"	"39073"	"2008"	"2008"	Suppressed	29445	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2009"	"2009"	Suppressed	29358	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2010"	"2010"	Suppressed	29380	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2011"	"2011"	10	29394	Unreliable	Unreliable
	"Hocking County, OH"	"39073"	"2012"	"2012"	Suppressed	29273	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2013"	"2013"	Suppressed	28665	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2014"	"2014"	Suppressed	28725	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2015"	"2015"	Suppressed	28491	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2016"	"2016"	Suppressed	28340	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2017"	"2017"	Suppressed	28474	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	"2018"	"2018"	12	28385	Unreliable	Unreliable
	"Holmes County, OH"	"39075"	"1999"	"1999"	Suppressed	38594	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2000"	"2000"	Suppressed	38943	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2001"	"2001"	Suppressed	39805	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2002"	"2002"	Suppressed	40475	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2003"	"2003"	Suppressed	40844	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2004"	"2004"	Suppressed	41370	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2005"	"2005"	Suppressed	41630	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2006"	"2006"	Suppressed	41828	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2007"	"2007"	Suppressed	41826	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2008"	"2008"	Suppressed	42029	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2009"	"2009"	Suppressed	42275	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2010"	"2010"	Suppressed	42366	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2011"	"2011"	Suppressed	42746	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2012"	"2012"	Suppressed	43025	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2013"	"2013"	Suppressed	43593	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2014"	"2014"	Suppressed	43898	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2015"	"2015"	Suppressed	43909	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2016"	"2016"	Suppressed	43936	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2017"	"2017"	Suppressed	43957	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	"2018"	"2018"	Suppressed	43892	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"1999"	"1999"	Suppressed	59266	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"2000"	"2000"	Suppressed	59487	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"2001"	"2001"	Suppressed	59620	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"2002"	"2002"	Suppressed	59917	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"2003"	"2003"	Suppressed	59947	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"2004"	"2004"	Suppressed	60011	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"2005"	"2005"	Suppressed	60116	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"2006"	"2006"	Suppressed	60113	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"2007"	"2007"	11	60086	Unreliable	Unreliable
	"Huron County, OH"	"39077"	"2008"	"2008"	Suppressed	60121	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"2009"	"2009"	Suppressed	59754	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"2010"	"2010"	Suppressed	59626	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"2011"	"2011"	Suppressed	59496	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"2012"	"2012"	Suppressed	59280	Suppressed	Suppressed
	"Huron County, OH"	"39077"	"2013"	"2013"	17	58889	Unreliable	Unreliable
	"Huron County, OH"	"39077"	"2014"	"2014"	20	58714	34.1	37.1
	"Huron County, OH"	"39077"	"2015"	"2015"	11	58469	Unreliable	Unreliable
	"Huron County, OH"	"39077"	"2016"	"2016"	18	58439	Unreliable	Unreliable
	"Huron County, OH"	"39077"	"2017"	"2017"	34	58494	58.1	59.8
	"Huron County, OH"	"39077"	"2018"	"2018"	18	58504	Unreliable	Unreliable
	"Jackson County, OH"	"39079"	"1999"	"1999"	Suppressed	32638	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2000"	"2000"	Suppressed	32641	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2001"	"2001"	Suppressed	32670	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2002"	"2002"	Suppressed	32846	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2003"	"2003"	Suppressed	32880	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2004"	"2004"	Suppressed	33025	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2005"	"2005"	Suppressed	33242	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2006"	"2006"	15	33135	Unreliable	Unreliable
	"Jackson County, OH"	"39079"	"2007"	"2007"	Suppressed	33144	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2008"	"2008"	Suppressed	33164	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2009"	"2009"	Suppressed	33115	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2010"	"2010"	Suppressed	33225	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2011"	"2011"	Suppressed	33186	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2012"	"2012"	Suppressed	32954	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2013"	"2013"	12	32783	Unreliable	Unreliable
	"Jackson County, OH"	"39079"	"2014"	"2014"	12	32748	Unreliable	Unreliable
	"Jackson County, OH"	"39079"	"2015"	"2015"	Suppressed	32596	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2016"	"2016"	Suppressed	32505	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	"2017"	"2017"	11	32449	Unreliable	Unreliable
	"Jackson County, OH"	"39079"	"2018"	"2018"	14	32384	Unreliable	Unreliable
	"Jefferson County, OH"	"39081"	"1999"	"1999"	Suppressed	74546	Suppressed	Suppressed
	"Jefferson County, OH"	"39081"	"2000"	"2000"	Suppressed	73894	Suppressed	Suppressed
	"Jefferson County, OH"	"39081"	"2001"	"2001"	Suppressed	73043	Suppressed	Suppressed
	"Jefferson County, OH"	"39081"	"2002"	"2002"	10	72416	Unreliable	Unreliable
	"Jefferson County, OH"	"39081"	"2003"	"2003"	14	72122	Unreliable	Unreliable
	"Jefferson County, OH"	"39081"	"2004"	"2004"	10	71774	Unreliable	Unreliable
	"Jefferson County, OH"	"39081"	"2005"	"2005"	13	71251	Unreliable	Unreliable
	"Jefferson County, OH"	"39081"	"2006"	"2006"	15	70656	Unreliable	Unreliable
	"Jefferson County, OH"	"39081"	"2007"	"2007"	Suppressed	70114	Suppressed	Suppressed
	"Jefferson County, OH"	"39081"	"2008"	"2008"	16	69989	Unreliable	Unreliable
	"Jefferson County, OH"	"39081"	"2009"	"2009"	22	69833	31.5	33.0
	"Jefferson County, OH"	"39081"	"2010"	"2010"	15	69709	Unreliable	Unreliable
	"Jefferson County, OH"	"39081"	"2011"	"2011"	26	68828	37.8	42.6
	"Jefferson County, OH"	"39081"	"2012"	"2012"	17	68389	Unreliable	Unreliable
	"Jefferson County, OH"	"39081"	"2013"	"2013"	19	67964	Unreliable	Unreliable
	"Jefferson County, OH"	"39081"	"2014"	"2014"	23	67694	34.0	38.0
	"Jefferson County, OH"	"39081"	"2015"	"2015"	17	67347	Unreliable	Unreliable
	"Jefferson County, OH"	"39081"	"2016"	"2016"	16	66704	Unreliable	Unreliable
	"Jefferson County, OH"	"39081"	"2017"	"2017"	31	66359	46.7	56.5
	"Jefferson County, OH"	"39081"	"2018"	"2018"	29	65767	44.1	51.5
	"Knox County, OH"	"39083"	"1999"	"1999"	Suppressed	54061	Suppressed	Suppressed
	"Knox County, OH"	"39083"	"2000"	"2000"	Suppressed	54500	Suppressed	Suppressed
	"Knox County, OH"	"39083"	"2001"	"2001"	Suppressed	55460	Suppressed	Suppressed
	"Knox County, OH"	"39083"	"2002"	"2002"	Suppressed	56377	Suppressed	Suppressed
	"Knox County, OH"	"39083"	"2003"	"2003"	Suppressed	57232	Suppressed	Suppressed
	"Knox County, OH"	"39083"	"2004"	"2004"	Suppressed	57995	Suppressed	Suppressed
	"Knox County, OH"	"39083"	"2005"	"2005"	Suppressed	58641	Suppressed	Suppressed
	"Knox County, OH"	"39083"	"2006"	"2006"	Suppressed	59194	Suppressed	Suppressed
	"Knox County, OH"	"39083"	"2007"	"2007"	Suppressed	59843	Suppressed	Suppressed
	"Knox County, OH"	"39083"	"2008"	"2008"	Suppressed	60348	Suppressed	Suppressed
	"Knox County, OH"	"39083"	"2009"	"2009"	Suppressed	60633	Suppressed	Suppressed
	"Knox County, OH"	"39083"	"2010"	"2010"	12	60921	Unreliable	Unreliable
	"Knox County, OH"	"39083"	"2011"	"2011"	11	61275	Unreliable	Unreliable
	"Knox County, OH"	"39083"	"2012"	"2012"	Suppressed	60705	Suppressed	Suppressed
	"Knox County, OH"	"39083"	"2013"	"2013"	12	60810	Unreliable	Unreliable
	"Knox County, OH"	"39083"	"2014"	"2014"	Suppressed	61167	Suppressed	Suppressed
	"Knox County, OH"	"39083"	"2015"	"2015"	12	61061	Unreliable	Unreliable
	"Knox County, OH"	"39083"	"2016"	"2016"	12	60814	Unreliable	Unreliable
	"Knox County, OH"	"39083"	"2017"	"2017"	16	61261	Unreliable	Unreliable
	"Knox County, OH"	"39083"	"2018"	"2018"	10	61893	Unreliable	Unreliable
	"Lake County, OH"	"39085"	"1999"	"1999"	11	227605	Unreliable	Unreliable
	"Lake County, OH"	"39085"	"2000"	"2000"	10	227511	Unreliable	Unreliable
	"Lake County, OH"	"39085"	"2001"	"2001"	Suppressed	227648	Suppressed	Suppressed
	"Lake County, OH"	"39085"	"2002"	"2002"	13	227747	Unreliable	Unreliable
	"Lake County, OH"	"39085"	"2003"	"2003"	Suppressed	227232	Suppressed	Suppressed
	"Lake County, OH"	"39085"	"2004"	"2004"	19	227829	Unreliable	Unreliable
	"Lake County, OH"	"39085"	"2005"	"2005"	24	227647	10.5	11.1
	"Lake County, OH"	"39085"	"2006"	"2006"	31	228203	13.6	14.1
	"Lake County, OH"	"39085"	"2007"	"2007"	31	228930	13.5	13.7
	"Lake County, OH"	"39085"	"2008"	"2008"	30	229904	13.0	13.3
	"Lake County, OH"	"39085"	"2009"	"2009"	18	229954	Unreliable	Unreliable
	"Lake County, OH"	"39085"	"2010"	"2010"	43	230041	18.7	18.8
	"Lake County, OH"	"39085"	"2011"	"2011"	51	229885	22.2	22.2
	"Lake County, OH"	"39085"	"2012"	"2012"	50	229582	21.8	23.2
	"Lake County, OH"	"39085"	"2013"	"2013"	50	229857	21.8	22.4
	"Lake County, OH"	"39085"	"2014"	"2014"	58	229230	25.3	26.2
	"Lake County, OH"	"39085"	"2015"	"2015"	54	229245	23.6	26.6
	"Lake County, OH"	"39085"	"2016"	"2016"	102	228614	44.6	49.8
	"Lake County, OH"	"39085"	"2017"	"2017"	100	230117	43.5	48.0
	"Lake County, OH"	"39085"	"2018"	"2018"	76	230514	33.0	36.9
	"Lawrence County, OH"	"39087"	"1999"	"1999"	Suppressed	62523	Suppressed	Suppressed
	"Lawrence County, OH"	"39087"	"2000"	"2000"	Suppressed	62319	Suppressed	Suppressed
	"Lawrence County, OH"	"39087"	"2001"	"2001"	Suppressed	61965	Suppressed	Suppressed
	"Lawrence County, OH"	"39087"	"2002"	"2002"	Suppressed	61847	Suppressed	Suppressed
	"Lawrence County, OH"	"39087"	"2003"	"2003"	Suppressed	62197	Suppressed	Suppressed
	"Lawrence County, OH"	"39087"	"2004"	"2004"	Suppressed	62169	Suppressed	Suppressed
	"Lawrence County, OH"	"39087"	"2005"	"2005"	Suppressed	62476	Suppressed	Suppressed
	"Lawrence County, OH"	"39087"	"2006"	"2006"	Suppressed	62798	Suppressed	Suppressed
	"Lawrence County, OH"	"39087"	"2007"	"2007"	Suppressed	62748	Suppressed	Suppressed
	"Lawrence County, OH"	"39087"	"2008"	"2008"	17	62640	Unreliable	Unreliable
	"Lawrence County, OH"	"39087"	"2009"	"2009"	Suppressed	62667	Suppressed	Suppressed
	"Lawrence County, OH"	"39087"	"2010"	"2010"	12	62450	Unreliable	Unreliable
	"Lawrence County, OH"	"39087"	"2011"	"2011"	17	62489	Unreliable	Unreliable
	"Lawrence County, OH"	"39087"	"2012"	"2012"	12	62109	Unreliable	Unreliable
	"Lawrence County, OH"	"39087"	"2013"	"2013"	10	61917	Unreliable	Unreliable
	"Lawrence County, OH"	"39087"	"2014"	"2014"	Suppressed	61623	Suppressed	Suppressed
	"Lawrence County, OH"	"39087"	"2015"	"2015"	25	61109	40.9	44.4
	"Lawrence County, OH"	"39087"	"2016"	"2016"	31	60872	50.9	53.9
	"Lawrence County, OH"	"39087"	"2017"	"2017"	34	60249	56.4	63.5
	"Lawrence County, OH"	"39087"	"2018"	"2018"	37	59866	61.8	65.8
	"Licking County, OH"	"39089"	"1999"	"1999"	Suppressed	143697	Suppressed	Suppressed
	"Licking County, OH"	"39089"	"2000"	"2000"	Suppressed	145491	Suppressed	Suppressed
	"Licking County, OH"	"39089"	"2001"	"2001"	Suppressed	148226	Suppressed	Suppressed
	"Licking County, OH"	"39089"	"2002"	"2002"	11	150061	Unreliable	Unreliable
	"Licking County, OH"	"39089"	"2003"	"2003"	13	152582	Unreliable	Unreliable
	"Licking County, OH"	"39089"	"2004"	"2004"	20	155264	12.9	13.2
	"Licking County, OH"	"39089"	"2005"	"2005"	12	157950	Unreliable	Unreliable
	"Licking County, OH"	"39089"	"2006"	"2006"	26	160263	16.2	16.6
	"Licking County, OH"	"39089"	"2007"	"2007"	17	162375	Unreliable	Unreliable
	"Licking County, OH"	"39089"	"2008"	"2008"	33	163916	20.1	20.1
	"Licking County, OH"	"39089"	"2009"	"2009"	14	165283	Unreliable	Unreliable
	"Licking County, OH"	"39089"	"2010"	"2010"	24	166492	14.4	13.5
	"Licking County, OH"	"39089"	"2011"	"2011"	25	167248	14.9	15.5
	"Licking County, OH"	"39089"	"2012"	"2012"	18	167537	Unreliable	Unreliable
	"Licking County, OH"	"39089"	"2013"	"2013"	28	168375	16.6	18.0
	"Licking County, OH"	"39089"	"2014"	"2014"	31	169390	18.3	17.2
	"Licking County, OH"	"39089"	"2015"	"2015"	37	170570	21.7	21.9
	"Licking County, OH"	"39089"	"2016"	"2016"	21	172198	12.2	13.0
	"Licking County, OH"	"39089"	"2017"	"2017"	45	173448	25.9	26.2
	"Licking County, OH"	"39089"	"2018"	"2018"	45	175769	25.6	25.3
	"Logan County, OH"	"39091"	"1999"	"1999"	Suppressed	46063	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2000"	"2000"	Suppressed	46005	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2001"	"2001"	Suppressed	45865	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2002"	"2002"	Suppressed	46089	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2003"	"2003"	Suppressed	46257	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2004"	"2004"	Suppressed	46247	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2005"	"2005"	Suppressed	46066	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2006"	"2006"	Suppressed	45902	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2007"	"2007"	Suppressed	46154	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2008"	"2008"	Suppressed	46115	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2009"	"2009"	Suppressed	46055	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2010"	"2010"	Suppressed	45858	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2011"	"2011"	Suppressed	45688	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2012"	"2012"	Suppressed	45474	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2013"	"2013"	11	45481	Unreliable	Unreliable
	"Logan County, OH"	"39091"	"2014"	"2014"	Suppressed	45507	Suppressed	Suppressed
	"Logan County, OH"	"39091"	"2015"	"2015"	11	45386	Unreliable	Unreliable
	"Logan County, OH"	"39091"	"2016"	"2016"	17	45165	Unreliable	Unreliable
	"Logan County, OH"	"39091"	"2017"	"2017"	18	45325	Unreliable	Unreliable
	"Logan County, OH"	"39091"	"2018"	"2018"	12	45358	Unreliable	Unreliable
	"Lorain County, OH"	"39093"	"1999"	"1999"	Suppressed	283364	Suppressed	Suppressed
	"Lorain County, OH"	"39093"	"2000"	"2000"	11	284664	Unreliable	Unreliable
	"Lorain County, OH"	"39093"	"2001"	"2001"	13	285827	Unreliable	Unreliable
	"Lorain County, OH"	"39093"	"2002"	"2002"	18	287489	Unreliable	Unreliable
	"Lorain County, OH"	"39093"	"2003"	"2003"	18	290622	Unreliable	Unreliable
	"Lorain County, OH"	"39093"	"2004"	"2004"	21	292125	7.2	7.2
	"Lorain County, OH"	"39093"	"2005"	"2005"	26	294873	8.8	8.8
